what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393703191090
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1393703194897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393703294989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393703438268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704041439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704402467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704434159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704434782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704435126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704436857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393704437703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705868744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393705894214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393707681870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393707683733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393708144051
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1393708144767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393708152292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711178632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711183766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711183950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393711220584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393712407915
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1393712575325
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1393712576097
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1393712579936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714010492
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1393714010586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714204516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714438579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714469465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714478084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714530263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714531159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714813706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714818124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714819668
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1393714819721
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393714819780
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1393714819988
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1393714819988
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.1.243,"com.altera.debug.cdi.gdb.plugin",1393714819988
stopped,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1393714820970
stopped,bundle,com.altera.sbtgui.ui,12.1.1.243,"com.altera.sbtgui.ui",1393714820970
stopped,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1393714820970
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1393714820970
